ID,COMPONENT_ARBITRARY,ANONYMOUS_1,YEAR,SAMPLE_TRANSFER_DAY,ANONYMOUS_2,AG,AL,B,BA,BE,CA,CD,CO,CR,CU,FH2O,FNOX,FOPTIMETHGLY,FOXID,FSO4,FTBN,FE,FUEL,H2O,K,LI,MG,MN,MO,NA,NI,P,PB,PQINDEX,S,SB,SI,SN,SOOTPERCENTAGE,TI,U100,U75,U50,U25,U20,U14,U6,U4,V,V100,V40,ZN,Y_LABEL
TRAIN_12109,COMPONENT3,4516,2018,11,375,0,3,440,0,0,3496,0.0,0,2,105,,,,,,,167,,0.0,1.0,0,9,2,3,1,0,1048,0,113,3677,0,9,1,,0,,,,,,,,,0,,62.0,1235,0
TRAIN_12110,COMPONENT3,9283,2010,6,200,0,3,9,0,0,46,0.0,0,3,154,,,,,,,183,,0.0,,1,5,4,1,0,6,721,4,41,19370,6,6,2,,0,,,,,,,,,0,,134.9,121,0
TRAIN_12111,COMPONENT4,1972,2016,2,200,0,3,11,0,0,53,0.0,0,0,7,,,,,,,15,,0.0,4.0,0,6,1,6,25,0,1034,0,20,4598,0,5,0,,0,,,,,,,,,0,,58.6,1191,1
TRAIN_12112,COMPONENT3,2064,2011,9,200,0,2,17,0,0,309,0.0,0,1,2,,,,,,,356,,0.0,4.0,0,0,3,2,4,0,1999,0,12,29650,0,4,0,,0,,,,,,,,,0,,134.7,163,0
TRAIN_12113,COMPONENT3,6643,2020,1,200,0,1,126,0,0,4442,0.0,0,0,0,,,,,,,42,,0.0,,0,1,0,0,2,0,268,0,19,18950,0,10,0,,0,,,,,,,,,0,,136.3,17,0
TRAIN_12114,COMPONENT2,1344,2015,7,200,0,0,152,1,0,84,0.0,0,6,3,,,,,,,27,,0.0,1.0,0,6,0,0,2,0,176,0,42,4750,0,4,0,,0,2.0,2.0,63.0,77.0,146.0,1736.0,26606.0,45781.0,0,,45.6,202,0
TRAIN_12115,COMPONENT3,1368,2012,5,200,0,3,131,2,0,166,0.0,0,0,9,,,,,,,49,,0.0,0.0,0,1,0,1,2,0,894,0,58,20930,0,2,1,,0,,,,,,,,,0,,124.2,32,0
TRAIN_12116,COMPONENT3,3879,2008,11,375,0,4,2,2,0,2838,0.0,0,12,53,,,,,,,1323,,0.0,,0,2,10,2,0,2,1127,0,12904,22261,1,5,0,,0,,,,,,,,,0,,139.3,42,0
TRAIN_12117,COMPONENT1,2105,2013,8,200,0,0,2,0,0,54,0.0,0,0,1,13.0,5.0,0.0,12.0,17.0,6.9,7,0.0,0.0,0.0,0,913,0,60,0,0,935,0,16,2923,0,2,0,0.1,0,,,,,,,,,0,12.7,92.8,1052,0
TRAIN_12118,COMPONENT3,5573,2016,3,200,0,3,390,0,0,2958,0.0,0,0,2,,,,,,,24,,0.0,0.0,0,0,0,2,0,0,230,0,31,14550,0,0,0,,0,,,,,,,,,0,,150.5,35,0
TRAIN_12119,COMPONENT3,2059,2016,2,200,0,1,192,0,0,56,0.0,0,8,89,,,,,,,409,,0.0,0.0,0,0,6,0,2,4,293,0,424,19280,0,12,0,,0,,,,,,,,,0,,142.3,58,0
TRAIN_12120,COMPONENT3,1668,2010,8,200,0,0,21,0,0,153,0.0,0,0,4,,,,,,,63,,0.0,0.0,0,2,1,0,5,0,2167,0,18,25400,0,4,0,,0,,,,,,,,,0,,124.7,216,0
TRAIN_12121,COMPONENT1,6518,2014,4,200,0,6,187,1,0,3764,0.0,0,1,24,11.0,5.0,0.0,11.0,17.0,8.8,15,0.0,0.0,3.0,0,18,1,28,4,0,925,3,5,4069,0,8,2,0.0,0,,,,,,,,,0,12.7,93.8,1067,0
TRAIN_12122,COMPONENT3,4088,2015,7,393,0,3,305,0,0,2705,0.0,0,2,6,,,,,,,206,,0.0,,0,0,2,0,1,0,301,0,21,20650,0,13,0,,0,,,,,,,,,0,,124.0,12,0
TRAIN_12123,COMPONENT3,3801,2018,2,200,0,3,466,0,0,3327,0.0,0,2,0,,,,,,,190,,0.0,4.0,0,0,3,0,6,0,585,0,247,15060,0,4,0,,0,,,,,,,,,0,,135.7,39,0
TRAIN_12124,COMPONENT3,2440,2011,7,200,0,1,33,0,0,259,0.0,0,0,58,,,,,,,47,,0.0,2.0,0,0,1,0,0,3,555,0,31,15170,0,2,0,,0,,,,,,,,,0,,139.3,55,0
TRAIN_12125,COMPONENT3,1361,2020,3,561,0,0,129,2,0,176,0.0,0,0,2,,,,,,,57,,0.0,0.0,0,0,0,0,3,0,2269,0,34,26550,0,11,0,,0,,,,,,,,,0,,178.6,22,1
TRAIN_12126,COMPONENT3,1719,2014,6,200,0,0,13,0,0,144,0.0,0,1,0,,,,,,,48,,0.0,2.0,0,2,0,0,0,0,953,0,149,19650,0,3,0,,0,,,,,,,,,0,,143.0,18,0
TRAIN_12127,COMPONENT3,5966,2017,12,406,0,3,11,0,0,3419,0.0,0,0,2,,,,,,,47,,0.0,3.0,0,0,1,0,4,0,1963,0,48,26970,0,14,0,,0,,,,,,,,,0,,188.3,30,0
TRAIN_12128,COMPONENT3,2065,2009,7,200,0,5,413,0,0,3117,0.0,0,9,6,,,,,,,964,,0.0,1.0,0,8,6,6,2,1,871,2,664,6440,0,12,2,,0,,,,,,,,,0,,58.2,1049,0
TRAIN_12129,COMPONENT1,1000,2014,7,200,0,2,10,0,0,118,0.0,0,1,0,14.0,7.0,1.0,11.0,17.0,8.5,12,0.0,0.0,3.0,0,254,0,1,1,0,1050,2,41,5408,1,7,0,0.4,2,,,,,,,,,2,13.7,93.8,1214,0
TRAIN_12130,COMPONENT1,2758,2008,7,200,0,76,8,0,0,13,0.0,0,1,1,11.0,6.0,1.0,8.0,16.0,9.2,8,0.0,0.0,2.0,0,8,1,127,2,0,1053,1,4,5217,0,4,2,0.4,0,,,,,,,,,0,14.3,108.9,1270,1
TRAIN_12131,COMPONENT3,3870,2015,2,200,0,0,23,0,0,39,0.0,0,17,3,,,,,,,997,,0.0,2.0,5,2,11,0,4,0,289,0,1319,7204,0,19,0,,0,,,,,,,,,0,,135.8,33,0
TRAIN_12132,COMPONENT2,2737,2013,2,200,0,6,151,0,0,3349,0.0,0,0,2,,,,,,,6,,0.0,0.0,0,0,0,1,1,0,241,0,46,8007,0,2,0,,0,0.0,0.0,0.0,1.0,2.0,9.0,1481.0,45355.0,0,,68.5,309,0
TRAIN_12133,COMPONENT3,1669,2008,4,200,0,3,62,1,0,226,0.0,0,6,56,,,,,,,343,,0.0,0.0,0,1,4,0,1,3,1767,0,1995,24690,0,100,0,,1,,,,,,,,,0,,132.3,49,0
TRAIN_12134,COMPONENT1,1297,2013,2,200,0,0,21,0,0,132,0.0,0,2,1,20.0,8.0,1.0,12.0,18.0,9.5,24,0.0,0.0,70.0,0,282,0,13,332,0,1177,7,22,6807,0,7,0,0.5,0,,,,,,,,,0,13.3,95.2,1330,0
TRAIN_12135,COMPONENT4,1305,2021,4,505,0,2,13,0,0,3653,0.0,0,0,0,,,,,,,5,,0.0,1.0,0,10,0,1,1,0,1102,0,5,4728,0,2,0,,0,,,,,,,,,0,,77.6,1163,0
TRAIN_12136,COMPONENT2,3760,2021,1,591,0,0,120,0,0,3551,0.0,0,1,18,,,,,,,0,,0.0,,11,4,0,0,2,0,599,0,15,920,1,1,0,,0,3.0,4.0,23.0,178.0,186.0,421.0,3600.0,8768.0,0,,44.2,533,0
TRAIN_12137,COMPONENT1,5298,2016,5,200,0,3,207,0,0,3213,0.0,0,2,2,16.0,9.0,0.0,19.0,24.0,8.8,20,0.0,0.0,7.0,0,14,0,281,0,0,1219,1,19,4828,0,8,0,0.8,0,,,,,,,,,0,14.0,113.0,1435,0
TRAIN_12138,COMPONENT3,2552,2015,42,352,0,2,0,0,0,2170,0.0,0,6,132,,,,,,,500,,0.0,0.0,0,0,7,0,0,5,401,0,270,14530,0,7,0,,0,,,,,,,,,0,,138.3,86,0
TRAIN_12139,COMPONENT3,7503,2014,4,200,0,4,147,0,0,2937,0.0,0,0,4,,,,,,,143,,0.0,3.0,2,14,9,0,9,0,1875,0,30,15500,0,2,0,,0,,,,,,,,,0,,137.3,53,0
TRAIN_12140,COMPONENT3,2953,2016,4,200,1,7,13,0,0,722,0.0,0,0,0,,,,,,,42,,0.0,2.0,0,0,0,0,0,0,549,0,106,22310,0,3,0,,0,,,,,,,,,0,,147.0,74,0
TRAIN_12141,COMPONENT3,2065,2010,7,360,0,4,2,0,0,2989,0.0,0,9,2,,,,,,,402,,0.0,1.0,6,4,8,1,4,0,314,0,1151,11660,0,10,2,,0,,,,,,,,,0,,118.5,26,0
TRAIN_12142,COMPONENT3,1410,2011,9,200,0,0,15,0,0,124,0.0,0,2,9,,,,,,,64,,0.0,1.0,0,0,1,0,0,0,223,0,65,14510,0,23,0,,0,,,,,,,,,0,,159.3,17,0
TRAIN_12143,COMPONENT1,1498,2013,6,200,0,3,169,0,0,2704,0.0,0,6,11,15.0,9.0,1.0,15.0,24.0,10.1,33,0.0,0.0,2.0,0,455,1,169,3,0,822,7,2,3498,0,11,0,1.3,0,,,,,,,,,0,15.6,127.8,1042,0
TRAIN_12144,COMPONENT2,1350,2016,9,200,0,0,13,0,0,173,0.0,0,0,13,,,,,,,2,,0.0,0.0,0,2,0,0,1,0,574,0,5,1352,0,2,0,,0,1.0,1.0,4.0,6.0,8.0,20.0,205.0,832.0,0,,46.1,729,0
TRAIN_12145,COMPONENT4,2398,2016,6,200,0,10,153,0,0,3098,0.0,0,0,1,,,,,,,11,,0.0,0.0,0,11,0,267,3,0,1175,0,31,4938,0,3,0,,0,,,,,,,,,0,,84.1,1307,0
TRAIN_12146,COMPONENT3,2859,2020,2,982,0,0,10,0,0,69,0.0,0,0,17,,,,,,,154,,0.0,2.0,0,6,3,3,2,0,990,0,155,3830,0,5,0,,0,,,,,,,,,0,,61.3,1115,0
TRAIN_12147,COMPONENT4,4559,2021,2,475,0,0,142,0,0,3846,0.0,0,1,0,,,,,,,10,,0.0,,0,30,0,0,4,0,1157,2,14,4191,2,2,0,,0,,,,,,,,,0,,72.4,1069,0
TRAIN_12148,COMPONENT3,7402,2017,7,6500,0,1,6,0,0,3547,0.0,0,0,369,,,,,,,34,,0.0,0.0,0,10,0,0,3,0,1180,0,33,5925,0,52,2,,0,,,,,,,,,0,,110.4,1076,0
TRAIN_12149,COMPONENT2,3810,2015,7,200,0,2,14,0,0,76,0.0,0,4,2,,,,,,,12,,0.0,2.0,0,2,0,0,0,0,182,1,20,5297,0,2,0,,0,0.0,0.0,0.0,2.0,6.0,36.0,1099.0,23337.0,0,,44.7,232,0
TRAIN_12150,COMPONENT1,1381,2009,2,200,0,6,3,1,0,22,,0,1,2,13.0,7.0,0.0,12.0,19.0,10.5,10,0.0,0.0,5.0,0,10,0,2,0,0,1023,1,11,10877,0,6,1,0.2,0,,,,,,,,,0,13.3,98.2,1163,0
TRAIN_12151,COMPONENT3,7440,2010,3,200,0,0,15,0,0,88,0.0,0,0,10,,,,,,,123,,0.0,0.0,0,1,2,1,0,0,291,0,16,18790,0,1,0,,0,,,,,,,,,0,,161.0,20,0
TRAIN_12152,COMPONENT2,4514,2018,5,200,0,0,95,0,0,2953,0.0,0,0,6,,,,,,,3,,0.0,0.0,0,3,0,0,0,0,433,0,13,1470,0,1,0,,0,0.0,0.0,2.0,22.0,41.0,244.0,2991.0,6789.0,0,,44.7,643,0
TRAIN_12153,COMPONENT3,3275,2013,8,200,0,0,4,0,0,58,0.0,0,1,1,,,,,,,96,,0.0,0.0,0,8,2,0,1,0,482,0,150,12810,0,3,0,,0,,,,,,,,,0,,147.5,23,0
TRAIN_12154,COMPONENT1,4103,2014,7,200,0,8,28,0,0,2301,0.0,0,0,2,15.0,7.0,1.0,13.0,21.0,8.5,12,0.0,0.0,2.0,0,32,0,32,19,0,802,2,2,4813,0,5,0,0.4,0,,,,,,,,,0,13.4,98.5,967,0
TRAIN_12155,COMPONENT1,1203,2008,10,403,0,6,8,6,0,2476,0.0,0,3,20,10.0,6.0,0.0,13.0,18.0,10.2,90,0.0,0.0,,0,19,3,1,0,1,928,35,636,3911,2,14,28,0.3,0,,,,,,,,,0,,87.6,1081,0
TRAIN_12156,COMPONENT3,5565,2013,9,200,0,0,2,0,0,8,0.0,0,7,213,,,,,,,348,,0.0,2.0,0,4,5,0,3,7,215,0,487,5243,0,7,0,,0,,,,,,,,,0,,140.4,154,0
TRAIN_12157,COMPONENT3,1000,2019,2,200,0,0,1,0,0,41,0.0,0,0,2,,,,,,,35,,0.0,0.0,0,0,0,0,0,0,2033,0,28,23380,0,0,0,,0,,,,,,,,,0,,128.1,19,0
TRAIN_12158,COMPONENT2,4136,2021,3,1884,0,2,129,0,0,75,0.0,0,0,3,,,,,,,0,,0.0,0.0,0,1,0,0,2,0,290,0,5,3101,0,1,0,,0,0.0,0.0,0.0,4.0,5.0,5.0,155.0,10776.0,0,,49.0,344,1
TRAIN_12159,COMPONENT1,2387,2014,9,200,0,1,0,0,0,16,0.0,0,0,5,14.0,5.0,1.0,10.0,19.0,8.0,9,0.0,0.0,2.0,0,6,0,39,1,0,890,1,14,10020,0,11,0,0.7,0,,,,,,,,,0,14.7,106.8,1038,0
TRAIN_12160,COMPONENT1,4967,2010,7,200,0,3,11,0,0,95,0.0,0,1,16,15.0,11.0,1.0,21.0,26.0,10.3,82,0.0,0.0,5.0,0,14,1,292,3,1,1257,3,18,4323,0,15,1,1.2,0,,,,,,,,,0,15.3,126.1,1673,0
TRAIN_12161,COMPONENT3,2037,2016,1,200,0,17,171,1,0,1,0.0,0,0,15,,,,,,,42,,0.0,2.0,0,11,0,0,2,0,1132,0,46,8527,0,45,0,,0,,,,,,,,,0,,112.1,1252,0
TRAIN_12162,COMPONENT3,1360,2008,6,560,0,1,0,0,0,68,0.0,0,6,416,,,,,,,1233,,0.0,0.0,2,17,11,3,2,1,2569,43,1451,27464,0,82,30,,2,,,,,,,,,0,,145.0,70,0
TRAIN_12163,COMPONENT1,6306,2017,2,610,0,2,99,0,0,3164,0.0,0,0,4,12.0,6.0,0.0,9.0,18.0,8.3,13,0.0,0.0,2.0,0,9,0,0,3,0,919,0,6,4151,0,5,0,0.9,0,,,,,,,,,0,13.3,97.1,1089,1
TRAIN_12164,COMPONENT3,1365,2010,7,407,0,12,192,1,0,3552,0.0,0,3,11,,,,,,,773,,0.0,1.0,0,0,7,0,8,1,1756,0,532,28560,0,9,0,,0,,,,,,,,,0,,132.4,86,0
TRAIN_12165,COMPONENT1,1417,2008,5,375,0,5,90,0,1,3191,,0,2,16,12.0,6.0,0.0,11.0,17.0,8.3,26,0.0,0.0,5.0,0,12,2,1,5,0,911,5,12,6324,0,16,12,0.1,0,,,,,,,,,0,12.1,87.1,1059,0
TRAIN_12166,COMPONENT1,1195,2013,4,395,0,3,6,3,0,2728,0.0,0,0,3,8.0,6.0,1.0,10.0,20.0,8.5,14,0.0,0.0,,0,11,0,4,4,0,807,2,11,3566,0,5,0,0.8,0,,,,,,,,,0,13.9,105.1,885,0
TRAIN_12167,COMPONENT1,2568,2022,4,602,0,3,45,0,0,3308,0.0,0,0,0,11.0,6.0,0.0,10.0,21.0,8.9,10,1.0,0.0,3.0,0,11,0,6,4,0,820,0,5,3613,0,5,0,1.0,0,,,,,,,,,0,13.2,99.2,1000,0
TRAIN_12168,COMPONENT2,1714,2009,8,364,0,2,130,0,0,3009,0.0,0,0,246,,,,,,,3,,0.0,0.0,0,2,0,0,1,0,488,1,15,1125,0,1,0,,0,0.0,0.0,0.0,5.0,10.0,41.0,857.0,5828.0,0,,43.7,710,0
TRAIN_12169,COMPONENT1,4664,2014,44,550,0,4,116,1,0,82,0.0,0,0,2,15.0,7.0,0.0,13.0,22.0,9.8,14,0.0,0.0,7.0,0,17,0,0,4,0,1063,2,7,11050,0,5,1,0.2,0,,,,,,,,,0,14.1,101.5,1231,0
TRAIN_12170,COMPONENT3,1667,2010,5,200,0,2,129,0,0,2219,0.0,0,0,2,,,,,,,61,,0.0,0.0,0,3,0,0,0,0,770,0,965,12540,0,2,1,,0,,,,,,,,,0,,126.4,7,0
TRAIN_12171,COMPONENT3,1359,2011,14,559,0,1,0,0,0,30,0.0,0,0,0,,,,,,,26,,0.0,1.0,0,2,0,0,0,0,200,0,36,19890,0,6,0,,0,,,,,,,,,0,,141.8,9,0
TRAIN_12172,COMPONENT3,4012,2018,5,200,0,1,11,0,0,94,0.0,0,0,0,,,,,,,19,,0.0,0.0,0,3,0,0,0,0,424,0,25,19550,0,2,0,,0,,,,,,,,,0,,148.2,56,0
TRAIN_12173,COMPONENT3,1767,2013,8,967,0,0,16,0,0,137,0.0,0,0,5,,,,,,,178,,0.0,0.0,0,0,1,0,2,0,2801,0,116,35290,0,0,0,,0,,,,,,,,,0,,139.4,6,0
TRAIN_12174,COMPONENT3,2267,2010,3,200,0,2,16,0,0,144,,0,13,248,,,,,,,659,,0.0,7.0,1,7,12,1,0,9,305,1,365,14106,1,10,2,,0,,,,,,,,,0,,132.7,167,0
TRAIN_12175,COMPONENT3,2393,2012,2,200,0,9,4,1,0,10,0.0,0,1,0,,,,,,,72,,0.0,5.0,0,0,0,0,0,0,1014,0,204,20730,0,2,0,,0,,,,,,,,,0,,135.5,15,0
TRAIN_12176,COMPONENT1,3080,2012,4,200,0,2,3,0,0,71,0.0,0,2,4,15.0,9.0,1.0,17.0,22.0,9.4,20,0.0,0.0,3.0,0,14,0,263,4,0,1235,3,2,5286,0,7,3,0.5,0,,,,,,,,,0,14.0,111.9,1397,0
TRAIN_12177,COMPONENT1,1320,2010,20,200,0,0,164,0,0,222,0.0,0,0,8,15.0,9.0,0.0,17.0,22.0,9.7,20,0.0,0.0,3.0,0,15,0,240,4,0,1194,2,13,5198,0,4,1,0.2,0,,,,,,,,,0,13.5,103.4,1474,0
TRAIN_12178,COMPONENT1,1559,2012,12,200,0,3,132,0,0,3037,0.0,0,1,0,13.0,6.0,0.0,11.0,18.0,10.0,6,0.0,0.0,3.0,0,427,0,165,0,0,784,0,10,3776,0,7,0,0.3,0,,,,,,,,,0,15.0,129.2,951,0
TRAIN_12179,COMPONENT3,3831,2014,2,200,0,1,0,0,0,14,0.0,0,2,0,,,,,,,306,,0.0,2.0,0,5,3,0,0,0,1059,0,197,20920,0,33,0,,6,,,,,,,,,3,,127.6,7,0
TRAIN_12180,COMPONENT3,2233,2009,5,200,0,106,1,1,0,24,0.0,0,4,17,,,,,,,247,,0.0,,0,4,4,1,0,0,1752,1,5034,25597,2,18,1,,0,,,,,,,,,0,,155.9,26,1
TRAIN_12181,COMPONENT3,7597,2011,8,200,0,11,211,0,0,2945,1.0,0,5,15,,,,,,,618,,0.0,,0,11,6,11,3,2,1077,3,377,10894,0,33,0,,0,,,,,,,,,0,,70.8,1310,0
TRAIN_12182,COMPONENT4,1725,2020,2,200,0,962,0,5,0,58,0.0,0,0,0,,,,,,,11,,0.0,1.0,0,141,0,6,8,0,1021,0,9,4086,0,3,0,,0,,,,,,,,,0,,70.1,1063,1
TRAIN_12183,COMPONENT3,1452,2008,4,375,0,6,131,0,0,2985,0.0,0,8,14,,,,,,,248,,0.0,,0,8,3,2,0,2,2195,0,977,28009,1,32,1,,1,,,,,,,,,0,,137.4,66,0
TRAIN_12184,COMPONENT2,5563,2012,3,200,0,0,0,0,0,25,0.0,0,0,8,,,,,,,7,,0.0,1.0,0,2,0,0,2,0,344,0,4,4535,0,8,0,,0,0.0,0.0,7.0,57.0,86.0,547.0,7027.0,13308.0,0,,50.3,526,0
TRAIN_12185,COMPONENT2,1163,2009,6,363,0,2,8,2,0,2603,0.0,0,0,110,,,,,,,131,,0.0,0.0,0,0,1,0,0,0,250,0,46,6925,0,5,0,,0,0.0,0.0,0.0,6.0,19.0,39.0,743.0,3902.0,0,,57.8,296,0
TRAIN_12186,COMPONENT1,1646,2011,7,200,0,0,160,1,0,76,0.0,0,0,1,9.0,6.0,0.0,12.0,20.0,9.0,10,0.0,0.0,2.0,0,9,0,1,2,0,1140,2,2,9076,0,2,2,0.2,0,,,,,,,,,0,13.6,98.7,1300,0
TRAIN_12187,COMPONENT2,2044,2007,5,200,0,10,2,0,0,50,,0,2,160,,,,,,,43,,0.0,0.0,0,0,1,0,2,0,481,1,17,1223,0,1,1,,0,0.0,0.0,0.0,4.0,6.0,,,,0,,43.9,511,0
TRAIN_12188,COMPONENT1,2432,2013,2,200,0,2,13,0,0,138,0.0,0,3,7,13.0,9.0,1.0,14.0,23.0,10.6,59,4.0,0.0,2.0,0,12,0,1,5,0,1067,3,6,11210,1,6,1,1.0,0,,,,,,,,,0,13.5,93.5,1247,0
TRAIN_12189,COMPONENT3,2624,2011,9,200,0,3,0,0,0,2580,0.0,0,3,209,,,,,,,215,,0.0,,0,2,5,1,0,5,534,2,196,9006,0,9,1,,0,,,,,,,,,0,,133.4,156,0
TRAIN_12190,COMPONENT3,2761,2014,5,200,0,1,4,0,0,94,0.0,0,1,8,,,,,,,65,,0.0,0.0,0,0,1,0,3,0,356,0,36,8721,0,4,0,,0,,,,,,,,,0,,138.8,12,0
TRAIN_12191,COMPONENT2,2417,2010,15,200,0,0,34,0,0,102,0.0,0,0,130,,,,,,,18,,0.0,0.0,1,1,0,0,0,0,522,0,9,1157,0,0,0,,0,0.0,0.0,0.0,2.0,6.0,25.0,1975.0,5478.0,0,,44.5,729,0
TRAIN_12192,COMPONENT3,2019,2013,6,200,0,4,463,0,0,3501,0.0,0,0,0,,,,,,,54,,0.0,0.0,0,0,0,1,0,0,898,0,145,19360,0,4,0,,0,,,,,,,,,0,,136.4,20,0
TRAIN_12193,COMPONENT1,1902,2011,5,200,0,4,347,0,0,3292,,0,1,9,12.0,7.0,0.0,11.0,18.0,10.7,35,0.0,0.0,4.0,0,13,1,30,3,1,980,2,9,4955,2,33,1,0.2,0,,,,,,,,,0,12.7,91.6,1124,0
TRAIN_12194,COMPONENT4,5275,2021,3,853,0,2,3,0,0,96,0.0,0,0,3,,,,,,,10,,0.0,2.0,0,9,0,0,2,0,847,0,11,4437,0,2,0,,0,,,,,,,,,0,,69.6,997,0
TRAIN_12195,COMPONENT3,2406,2020,4,1606,0,0,2,0,0,116,0.0,0,1,0,,,,,,,129,,0.0,1.0,0,0,1,0,2,0,904,0,345,17440,0,24,0,,0,,,,,,,,,0,,137.0,24,0
TRAIN_12196,COMPONENT3,1295,2012,5,200,0,0,6,1,0,4,0.0,0,13,6,,,,,,,1870,,0.1,39.0,0,38,27,0,15,7,406,13,2875,19780,0,1247,0,,30,,,,,,,,,0,,190.2,36,0
TRAIN_12197,COMPONENT3,1361,2012,11,390,0,3,19,0,0,3307,0.0,0,2,0,,,,,,,115,,0.0,2.0,0,2,2,0,5,0,281,0,254,7652,0,3,0,,0,,,,,,,,,0,,183.7,24,0
TRAIN_12198,COMPONENT1,3869,2012,21,200,0,0,0,0,0,112,0.0,0,4,9,17.0,8.0,0.0,11.0,18.0,7.8,28,0.0,0.0,4.0,0,14,2,0,7,0,960,5,9,4081,0,9,11,0.3,0,,,,,,,,,0,12.5,87.7,1097,0
TRAIN_12199,COMPONENT3,2065,2018,8,565,0,4,2,0,0,3853,0.0,0,2,104,,,,,,,551,,0.0,2.0,0,10,45,7,23,2,1076,0,1169,3323,0,13,7,,0,,,,,,,,,0,,56.6,1279,0
TRAIN_12200,COMPONENT3,1172,2014,8,200,0,4,3,4,0,2586,0.0,0,25,155,,,,,,,1281,,0.0,54.0,0,8,21,0,23,11,886,2,3215,18000,0,469,0,,6,,,,,,,,,0,,132.3,85,0
TRAIN_12201,COMPONENT3,1928,2015,18,375,0,1,2,0,0,2882,0.0,0,1,0,,,,,,,93,,0.0,1.0,0,1,0,0,0,0,835,0,247,20400,0,21,0,,0,,,,,,,,,0,,130.0,8,0
TRAIN_12202,COMPONENT3,1700,2011,6,377,0,7,249,0,0,3065,0.0,0,3,52,,,,,,,143,,0.0,0.0,0,0,3,0,1,1,431,0,99,8313,0,5,0,,0,,,,,,,,,0,,143.3,32,0
TRAIN_12203,COMPONENT1,6649,2020,4,783,0,47,0,0,0,23,0.0,0,0,0,12.0,6.0,0.0,13.0,20.0,9.6,5,0.0,0.0,3.0,0,7,0,0,4,0,1027,0,13,7965,0,3,1,0.0,0,,,,,,,,,0,13.6,103.1,1146,1
TRAIN_12204,COMPONENT3,1383,2012,12,200,0,10,120,0,0,3162,,0,0,0,,,,,,,17,,0.0,4.0,0,1,0,0,0,0,834,4,160,27704,1,2,0,,0,,,,,,,,,0,,337.4,7,0
TRAIN_12205,COMPONENT3,8338,2015,7,200,0,0,7,0,0,71,0.0,0,3,0,,,,,,,159,,0.0,0.0,0,1,2,0,2,0,879,0,589,22630,0,4,0,,0,,,,,,,,,0,,130.3,14,0
TRAIN_12206,COMPONENT1,5519,2016,3,200,0,2,461,0,0,3434,0.0,0,1,2,17.0,8.0,2.0,13.0,21.0,7.1,29,12.0,0.0,0.0,0,9,0,38,10,0,813,4,28,5675,0,9,0,0.6,0,,,,,,,,,0,9.2,56.4,889,0
TRAIN_12207,COMPONENT3,4204,2010,2,200,0,7,215,0,0,2785,0.0,0,3,13,,,,,,,467,,0.0,,0,11,6,6,0,1,1087,2,1579,8739,0,17,0,,0,,,,,,,,,0,,55.9,1217,0
TRAIN_12208,COMPONENT1,1400,2013,7,200,0,0,7,0,0,87,0.0,0,2,0,8.0,5.0,0.0,10.0,19.0,9.1,9,0.0,0.0,,0,20,0,0,4,0,924,6,5,3951,0,3,0,0.2,0,,,,,,,,,0,13.4,99.6,989,0
TRAIN_12209,COMPONENT1,1676,2008,7,550,0,0,12,0,0,297,0.0,0,1,2,13.0,7.0,1.0,8.0,18.0,9.6,10,0.0,0.0,,0,10,0,8,0,0,1453,1,11,8003,0,11,0,0.5,0,,,,,,,,,0,13.1,101.4,1390,0
TRAIN_12210,COMPONENT3,1284,2008,3,484,0,6,0,4,0,2654,0.0,1,3,2,,,,,,,105,,0.0,,0,6,3,7,0,1,2215,1,3339,26578,2,5,1,,0,,,,,,,,,0,,144.9,45,0
TRAIN_12211,COMPONENT1,4904,2012,18,200,0,4,393,0,0,2815,0.0,0,1,2,9.0,6.0,1.0,11.0,19.0,9.5,16,0.0,0.0,3.0,0,10,0,0,3,0,851,3,3,9971,0,3,0,0.3,0,,,,,,,,,0,14.1,99.4,1068,0
TRAIN_12212,COMPONENT3,2406,2008,17,550,0,1,4,2,0,15,0.0,1,7,5602,,,,,,,1921,,0.0,,0,14,20,5,1,4,1847,3,171,25724,5,17,78,,0,,,,,,,,,1,,142.5,214,0
TRAIN_12213,COMPONENT2,1364,2009,6,200,0,12,3,2,0,19,0.0,0,0,181,,,,,,,75,,0.0,9.0,0,2,1,0,1,0,415,1,18,1084,0,3,0,,0,0.0,0.0,0.0,4.0,4.0,50.0,800.0,16031.0,0,,43.9,570,1
TRAIN_12214,COMPONENT3,1190,2015,47,390,0,0,0,1,0,9,0.0,0,3,1,,,,,,,239,,0.0,2.0,0,0,3,0,5,0,325,0,1420,4507,1,10,0,,0,,,,,,,,,0,,126.8,26,0
TRAIN_12215,COMPONENT1,5531,2019,1,200,0,3,0,0,0,4351,0.0,0,2,21,14.0,6.0,1.0,9.0,16.0,6.7,41,0.0,0.0,7.0,0,754,2,40,4,1,962,6,9,3046,0,9,10,0.4,0,,,,,,,,,0,13.3,87.4,1074,0
TRAIN_12216,COMPONENT2,1715,2013,13,915,0,2,10,0,0,88,0.0,0,0,17,,,,,,,2,,0.0,0.0,0,3,0,0,1,0,462,0,11,1530,0,4,1,,0,0.0,0.0,1.0,32.0,50.0,238.0,7531.0,14036.0,0,,45.4,657,0
